position,birth_year,height,peak_tier,peak_matches,best_league_info,player_link,scraped_at_utc
Centre Forward,1992.0,1.78m,1,109,"('Spain', 'I')",https://national-football-teams.com/player/56862/Yoshinori_Muto.html,2026-04-25T11:53:59+00:00
Defensive Midfielder,1993.0,1.77m,1,148,"('England', 'I')",https://national-football-teams.com/player/59992/Wataru_Endo.html,2026-04-25T11:53:59+00:00
Centre Forward,1988.0,1.81m,2,56,"('Japan', 'I')",https://national-football-teams.com/player/22946/Teerasil_Dangda.html,2026-04-25T11:53:59+00:00
Centre Back,1987.0,1.80m,3,124,"('Thailand', 'I')",https://national-football-teams.com/player/26992/Suttinan_Phukhom.html,2026-04-25T11:53:59+00:00
Goalkeeper,1990.0,1.84m,3,131,"('Thailand', 'I')",https://national-football-teams.com/player/35611/Kawin_Thamsatchanan.html,2026-04-25T11:53:59+00:00
Attacking Midfielder,1989.0,1.81m,3,224,"('Thailand', 'I')",https://national-football-teams.com/player/39565/Sanrawat_Dechmitr.html,2026-04-25T11:53:59+00:00
Defensive Midfielder,1990.0,1.71m,2,106,"('Japan', 'I')",https://national-football-teams.com/player/39627/Theeraton_Bunmathan.html,2026-04-25T11:54:00+00:00
Attacking Midfielder,1991.0,1.79m,3,280,"('Thailand', 'I')",https://national-football-teams.com/player/49119/Pokklaw_Anan.html,2026-04-25T11:54:02+00:00
Left Winger,1990.0,1.62m,3,237,"('Thailand', 'I')",https://national-football-teams.com/player/52629/Kroekrit_Thaweekarn.html,2026-04-25T11:54:02+00:00
Right Winger,1987.0,1.78m,3,201,"('Thailand', 'I')",https://national-football-teams.com/player/53856/Mongkol_Tossakrai.html,2026-04-25T11:54:02+00:00
Defensive Midfielder,1992.0,1.68m,3,271,"('Thailand', 'I')",https://national-football-teams.com/player/54125/Sarach_Yooyen.html,2026-04-25T11:54:02+00:00
Centre Back,1986.0,1.82m,3,154,"('Thailand', 'I')",https://national-football-teams.com/player/58956/Koravit_Namwiset.html,2026-04-25T11:54:02+00:00
Right Back,1993.0,1.73m,3,260,"('Thailand', 'I')",https://national-football-teams.com/player/60472/Tristan_Do.html,2026-04-25T11:54:02+00:00
Left Back,1993.0,1.75m,3,341,"('Thailand', 'I')",https://national-football-teams.com/player/52631/Peerapat_Notchaiya.html,2026-04-25T11:54:02+00:00
Right Back,1994.0,1.79m,3,291,"('Thailand', 'I')",https://national-football-teams.com/player/50782/Narubodin_Weerawatnodom.html,2026-04-25T11:54:02+00:00
Attacking Midfielder,1984.0,1.68m,3,120,"('Thailand', 'I')",https://national-football-teams.com/player/22630/Tana_Chanabut.html,2026-04-25T11:54:02+00:00
Right Winger,1990.0,1.70m,3,176,"('Thailand', 'I')",https://national-football-teams.com/player/45629/Poonsak_Masuk.html,2026-04-25T11:54:02+00:00
Defensive Midfielder,1986.0,1.68m,3,149,"('Thailand', 'I')",https://national-football-teams.com/player/35612/Adul_Lahso.html,2026-04-25T11:54:04+00:00
Centre Midfielder,1988.0,1.69m,3,110,"('Thailand', 'I')",https://national-football-teams.com/player/57627/Prakit_Deeprom.html,2026-04-25T11:54:04+00:00
Centre Back,1986.0,1.88m,5,50,"('Bangladesh', 'I')",https://national-football-teams.com/player/60605/Masih_Saighani.html,2026-04-25T11:54:04+00:00
Centre Back,1990.0,1.84m,5,44,"('Maldives', 'I')",https://national-football-teams.com/player/60606/Sharif_Mukhammad.html,2026-04-25T11:54:05+00:00
Centre Back,1984.0,1.90m,3,26,"('Thailand', 'I')",https://national-football-teams.com/player/5952/Baihakki_Khaizan.html,2026-04-25T11:54:05+00:00
Centre Midfielder,1984.0,1.73m,5,338,"('Singapore', 'I')",https://national-football-teams.com/player/5979/Shahril_Ishak.html,2026-04-25T11:54:05+00:00
Centre Forward,1985.0,1.71m,5,322,"('Singapore', 'I')",https://national-football-teams.com/player/7886/Khairul_Amri.html,2026-04-25T11:54:05+00:00
Centre Forward,1985.0,1.75m,5,348,"('Singapore', 'I')",https://national-football-teams.com/player/13003/Fazrul_Nawaz.html,2026-04-25T11:54:05+00:00
Left Back,1986.0,1.78m,5,275,"('Singapore', 'I')",https://national-football-teams.com/player/26696/Shaiful_Esah.html,2026-04-25T11:54:06+00:00
Goalkeeper,1990.0,1.77m,5,174,"('Singapore', 'I')",https://national-football-teams.com/player/43544/Izwan_Mahbud.html,2026-04-25T11:54:06+00:00
Defensive Midfielder,1991.0,1.76m,3,15,"('Thailand', 'I')",https://national-football-teams.com/player/44789/Zulfahmi_Arifin.html,2026-04-25T11:54:08+00:00
Right Back,1991.0,1.65m,5,253,"('Singapore', 'I')",https://national-football-teams.com/player/48385/Nazrul_Nazari.html,2026-04-25T11:54:08+00:00
Left Midfielder,1990.0,1.68m,5,181,"('Singapore', 'I')",https://national-football-teams.com/player/49150/Hafiz_Abu_Sujad.html,2026-04-25T11:54:08+00:00
Left Back,1991.0,1.83m,5,234,"('Singapore', 'I')",https://national-football-teams.com/player/53828/Madhu_Mohana.html,2026-04-25T11:54:08+00:00
Centre Midfielder,1990.0,1.76m,5,170,"('Singapore', 'I')",https://national-football-teams.com/player/59320/Izzdin_Shafiq_Yacob.html,2026-04-25T11:54:08+00:00
Left Winger,1992.0,1.68m,5,280,"('Singapore', 'I')",https://national-football-teams.com/player/54039/Faris_Ramli.html,2026-04-25T11:54:09+00:00
Secondary striker,1992.0,1.60m,5,208,"('Singapore', 'I')",https://national-football-teams.com/player/53881/Sahil_Suhaimi.html,2026-04-25T11:54:09+00:00
Left Back,1992.0,1.79m,5,200,"('Singapore', 'I')",https://national-football-teams.com/player/47948/Shakir_Hamzah.html,2026-04-25T11:54:09+00:00
Attacking Midfielder,1996.0,1.70m,5,63,"('Bangladesh', 'I')",https://national-football-teams.com/player/60730/Omid_Popalzay.html,2026-04-25T11:54:09+00:00
Left Back,1985.0,1.79m,6,0,,https://national-football-teams.com/player/40638/Nadim_Sabagh.html,2026-04-25T11:54:09+00:00
Goalkeeper,1991.0,1.85m,4,62,"('Iran', 'I')",https://national-football-teams.com/player/49723/Ibrahim_Alma.html,2026-04-25T11:54:11+00:00
Attacking Midfielder,1987.0,1.70m,3,22,"('Qatar', 'I')",https://national-football-teams.com/player/60718/Fahad_Youssef.html,2026-04-25T11:54:11+00:00
