country_id,country_slug,year,page_url,average_height,average_age,match_count,match_ids,scraped_at_utc
12,Australia,2024,https://national-football-teams.com/country/12/2024/Australia.html,1.81m,26.4,16,"['37868/Bahrain_Australia.html', '37980/Australia_India.html', '38106/Syria_Australia.html', '38155/Australia_Uzbekistan.html', '38239/Australia_Indonesia.html', '38308/Australia_South_Korea.html', '38622/Australia_Lebanon.html', '38765/Australia_Lebanon.html', '39037/Bangladesh_Australia.html', '39163/Australia_Palestine.html', '39358/Australia_Bahrain.html', '39503/Indonesia_Australia.html', '39560/Australia_China.html', '39689/Japan_Australia.html', '40061/Australia_Saudi_Arabia.html', '40198/Bahrain_Australia.html']",2026-04-16T09:34:13+00:00
12,Australia,2025,https://national-football-teams.com/country/12/2025/Australia.html,1.82m,26.4,10,"['41016/Australia_Indonesia.html', '41151/China_Australia.html', '41601/Australia_Japan.html', '41706/Saudi_Arabia_Australia.html', '42157/Australia_New_Zealand.html', '42237/New_Zealand_Australia.html', '42399/Canada_Australia.html', '42470/Usa_Australia.html', '42692/Venezuela_Australia.html', '42750/Colombia_Australia.html']",2026-04-16T09:34:13+00:00
12,Australia,2026,https://national-football-teams.com/country/12/2026/Australia.html,1.83m,26.5,2,"['44251/Australia_Cameroon.html', '44312/Australia_Curacao.html']",2026-04-16T09:34:13+00:00
16,Bahrain,1995,https://national-football-teams.com/country/16/1995/Bahrain.html,0m,0,0,[],2026-04-16T09:34:16+00:00
16,Bahrain,1996,https://national-football-teams.com/country/16/1996/Bahrain.html,1.77m,22.9,7,"['26702/Saudi_Arabia_Bahrain.html', '26768/United_Arab_Emirates_Bahrain.html', '26893/Bahrain_Qatar.html', '27029/Lebanon_Bahrain.html', '27038/Oman_Bahrain.html', '27039/Oman_Bahrain.html', '26734/Kuwait_Bahrain.html']",2026-04-16T09:34:16+00:00
16,Bahrain,1997,https://national-football-teams.com/country/16/1997/Bahrain.html,1.79m,23.8,9,"['25977/Kuwait_Bahrain.html', '26221/Libya_Bahrain.html', '26356/Bahrain_Oman.html', '26357/Bahrain_Jordan.html', '28850/Chad_Bahrain.html', '26052/Bahrain_United_Arab_Emirates.html', '26266/Bahrain_Jordan.html', '26267/Jordan_Bahrain.html', '26053/United_Arab_Emirates_Bahrain.html']",2026-04-16T09:34:16+00:00
16,Bahrain,1998,https://national-football-teams.com/country/16/1998/Bahrain.html,1.77m,23.1,9,"['25321/Bahrain_Syria.html', '25450/Bahrain_Libya.html', '25451/Bahrain_Sudan.html', '25452/Bahrain_Burkina_Faso.html', '25277/Bahrain_United_Arab_Emirates.html', '25067/Bahrain_Saudi_Arabia.html', '25175/Bahrain_Kuwait.html', '25248/Bahrain_Qatar.html', '25410/Bahrain_Oman.html']",2026-04-16T09:34:17+00:00
16,Bahrain,1999,https://national-football-teams.com/country/16/1999/Bahrain.html,0m,0,0,[],2026-04-16T09:34:17+00:00
16,Bahrain,2000,https://national-football-teams.com/country/16/2000/Bahrain.html,1.79m,22.5,12,"['5416/Jordan_Bahrain.html', '5652/Bahrain_Jordan.html', '5654/Bahrain_Qatar.html', '5656/Bahrain_Kazakhstan.html', '6229/Oman_Bahrain.html', '6442/Syria_Bahrain.html', '22790/Syria_Bahrain.html', '22793/Bahrain_Syria.html', '22984/Bahrain_Maldives.html', '22339/Bahrain_Iran.html', '22340/Iran_Bahrain.html', '22985/Bahrain_Maldives.html']",2026-04-16T09:34:17+00:00
16,Bahrain,2001,https://national-football-teams.com/country/16/2001/Bahrain.html,1.78m,22.9,22,"['5734/Bahrain_Oman.html', '5736/Bahrain_Qatar.html', '5737/Bahrain_Oman.html', '5922/Lebanon_Bahrain.html', '5999/Qatar_Bahrain.html', '21462/Bahrain_Kuwait.html', '21564/Bahrain_Kyrgyzstan.html', '21565/Singapore_Bahrain.html', '21566/Bahrain_Kyrgyzstan.html', '21567/Bahrain_Singapore.html', '21467/Kuwait_Bahrain.html', '21568/Malaysia_Bahrain.html', '21563/Bahrain_Bosnia_Herzegovina.html', '21569/Uzbekistan_Bahrain.html', '21380/Saudi_Arabia_Bahrain.html', '21508/Bahrain_Iraq.html', '21570/Bahrain_Thailand.html', '21118/Iran_Bahrain.html', '21384/Bahrain_Saudi_Arabia.html', '21510/Iraq_Bahrain.html', '21571/Thailand_Bahrain.html', '21122/Bahrain_Iran.html']",2026-04-16T09:34:17+00:00
